"","X","grid","taxon","domin","date","site"
"778",778,"J54396163","Plantago lanceolata",NA,"10/08/2022","Inisharoan Pond"
"779",779,"J54396163","Juncus effusus",NA,"10/08/2022","Inisharoan Pond"
"780",780,"J54396163","Agrostis stolonifera",NA,"10/08/2022","Inisharoan Pond"
"781",781,"J54396163","Galium verum",NA,"10/08/2022","Inisharoan Pond"
"784",784,"J54326164","Hyacinthoides sp.",NA,"10/08/2022","Inisharoan"
"785",785,"J54336165","Ranunculus repens",NA,"10/08/2022","Inisharoan"
"786",786,"J54336165","Achillea millefolium",NA,"10/08/2022","Inisharoan"
"788",788,"J54376164","Sisymbrium officinale",NA,"10/08/2022","Inisharoan Building"
"789",789,"J54376164","Stellaria media",NA,"10/08/2022","Inisharoan Building"
"791",791,"J54376164","Dactylis glomerata",NA,"10/08/2022","Inisharoan Building"
"792",792,"J54376164","Galium aparine",NA,"10/08/2022","Inisharoan Building"
"793",793,"J54376164","Rubus fruticosus agg.",NA,"10/08/2022","Inisharoan Building"
"794",794,"J54376164","Urtica dioica",NA,"10/08/2022","Inisharoan Building"
"795",795,"J54376164","Holcus lanatus",NA,"10/08/2022","Inisharoan Building"
"796",796,"J54376164","Sambucus nigra",NA,"10/08/2022","Inisharoan Building"
"797",797,"J54376164","Heracleum sphondylium",NA,"10/08/2022","Inisharoan Building"
"798",798,"J543616","Fraxinus excelsior",NA,"10/08/2022","Inisharoan Plantation"
"799",799,"J543616","Urtica dioica",NA,"10/08/2022","Inisharoan Plantation"
"800",800,"J543616","Holcus lanatus",10,"10/08/2022","Inisharoan Plantation"
"801",801,"J543616","Cirsium arvense",NA,"10/08/2022","Inisharoan Plantation"
"802",802,"J543616","Agrostis stolonifera",NA,"10/08/2022","Inisharoan Plantation"
"803",803,"J543616","Crataegus monogyna",NA,"10/08/2022","Inisharoan Plantation"
"804",804,"J543616","Sorbus aucuparia",NA,"10/08/2022","Inisharoan Plantation"
"807",807,"J543616","Acer pseudoplatanus",NA,"10/08/2022","Inisharoan Plantation"
"808",808,"J543616","Arrhenatherum elatius",NA,"10/08/2022","Inisharoan Plantation"
"809",809,"J543616","Heracleum sphondylium",NA,"10/08/2022","Inisharoan Plantation"
"810",810,"J543616","Ranunculus repens",NA,"10/08/2022","Inisharoan Plantation"
"812",812,"J54296160","Aster tripolium",NA,"10/08/2022","Inisharoan"
"814",814,"J54296160","Rumex crispus",NA,"10/08/2022","Inisharoan"
"815",815,"J54296160","Oenanthe crocata",NA,"10/08/2022","Inisharoan"
"816",816,"J54296160","Tripleurospermum maritimum",NA,"10/08/2022","Inisharoan"
"817",817,"J54296160","Atriplex prostrata agg.",NA,"10/08/2022","Inisharoan"
"818",818,"J54446154","Vicia sepium",NA,"10/08/2022","Inisharoan Scrub"
"819",819,"J54426153","Arum maculatum",NA,"10/08/2022","Inisharoan Scrub"
"820",820,"J54906139","Capsella bursa-pastoris",NA,"09/09/2022","Inishanier"
"821",821,"J54936150","Vicia sepium",NA,"09/09/2022","Inishanier"
"822",822,"J54856145","Achillea millefolium",NA,"09/09/2022","Inishanier"
"823",823,"J54856145","Plantago lanceolata",NA,"09/09/2022","Inishanier"
"824",824,"J54856145","Cerastium fontanum",NA,"09/09/2022","Inishanier"
"825",825,"J54856145","Cirsium vulgare",NA,"09/09/2022","Inishanier"
"826",826,"J54856145","Rumex crispus",NA,"09/09/2022","Inishanier"
"827",827,"J54856145","Tripleurospermum maritimum",NA,"09/09/2022","Inishanier"
"828",828,"J54856145","Festuca rubra",NA,"09/09/2022","Inishanier"
"829",829,"J54856145","Atriplex prostrata agg.",NA,"09/09/2022","Inishanier"
"830",830,"J54856145","Odontites vernus",NA,"09/09/2022","Inishanier"
"831",831,"J54856145","Heracleum sphondylium",NA,"09/09/2022","Inishanier"
"832",832,"J54856145","Rumex acetosa",NA,"09/09/2022","Inishanier"
"833",833,"J54856145","Trifolium repens",NA,"09/09/2022","Inishanier"
"834",834,"J54856145","Holcus lanatus",NA,"09/09/2022","Inishanier"
"835",835,"J54856145","Arrhenatherum elatius",NA,"09/09/2022","Inishanier"
"837",837,"J54856145","Aster tripolium",NA,"09/09/2022","Inishanier"
"839",839,"J54856145","Jacobaea vulgaris",NA,"09/09/2022","Inishanier"
"840",840,"J54856145","Dactylis glomerata",NA,"09/09/2022","Inishanier"
"841",841,"J54856145","Glaux maritima",NA,"09/09/2022","Inishanier"
"842",842,"J54836144","Oxybasis rubra",NA,"09/09/2022","Inishanier"
"843",843,"J54836144","Suaeda maritima",NA,"09/09/2022","Inishanier"
"844",844,"J54836144","Potentilla anserina",NA,"09/09/2022","Inishanier"
"845",845,"J54836144","Juncus effusus",NA,"09/09/2022","Inishanier"
"846",846,"J54836144","Sonchus arvensis",NA,"09/09/2022","Inishanier"
"847",847,"J54836144","Veronica chamaedrys",NA,"09/09/2022","Inishanier"
"848",848,"J54836144","Ranunculus repens",NA,"09/09/2022","Inishanier"
"849",849,"J54836142","Urtica dioica",NA,"09/09/2022","Inishanier"
"850",850,"J54836142","Galium verum",NA,"09/09/2022","Inishanier"
"851",851,"J54836142","Persicaria maculosa",NA,"09/09/2022","Inishanier"
"852",852,"J54916152","Puccinellia maritima",9,"09/09/2022","Inishanier"
"853",853,"J54916152","Suaeda maritima",4,"09/09/2022","Inishanier"
"854",854,"J54916152","Limonium humile",4,"09/09/2022","Inishanier"
"855",855,"J54916152","Aster tripolium",5,"09/09/2022","Inishanier"
"856",856,"J54916152","Plantago maritima",1,"09/09/2022","Inishanier"
"857",857,"J54916152","Atriplex prostrata agg.",1,"09/09/2022","Inishanier"
"858",858,"J54916152","Salicornia sp.",5,"09/09/2022","Inishanier"
"859",859,"J54916152","Spergularia media",3,"09/09/2022","Inishanier"
"860",860,"J54916152","Glaux maritima",2,"09/09/2022","Inishanier"
"861",861,"J54926151","Silene uniflora",NA,"09/09/2022","Inishanier"
"862",862,"J54926150","Lotus corniculatus",9,"09/09/2022","Inishanier"
"863",863,"J54926150","Achillea millefolium",4,"09/09/2022","Inishanier"
"864",864,"J54926150","Plantago lanceolata",5,"09/09/2022","Inishanier"
"865",865,"J54926150","Rumex acetosa",3,"09/09/2022","Inishanier"
"866",866,"J54926150","Galium verum",5,"09/09/2022","Inishanier"
"867",867,"J54926150","Dactylis glomerata",5,"09/09/2022","Inishanier"
"868",868,"J54926150","Holcus lanatus",4,"09/09/2022","Inishanier"
"869",869,"J54926150","Veronica chamaedrys",4,"09/09/2022","Inishanier"
"870",870,"J54926150","Vicia sepium",3,"09/09/2022","Inishanier"
"871",871,"J54926150","Arrhenatherum elatius",2,"09/09/2022","Inishanier"
"872",872,"J54926150","Cerastium fontanum",3,"09/09/2022","Inishanier"
"873",873,"J54926150","Heracleum sphondylium",NA,"09/09/2022","Inishanier"
"874",874,"J54926150","Festuca rubra",8,"09/09/2022","Inishanier"
"876",876,"J54976149","Lamium sp.",NA,"09/09/2022","Inishanier"
"877",877,"J550614","Suaeda maritima",NA,"09/09/2022","Inishanier"
"878",878,"J550614","Salicornia sp.",NA,"09/09/2022","Inishanier"
"879",879,"J550614","Puccinellia maritima",NA,"09/09/2022","Inishanier"
"880",880,"J550614","Atriplex prostrata agg.",NA,"09/09/2022","Inishanier"
"881",881,"J550614","Limonium humile",NA,"09/09/2022","Inishanier"
"883",883,"J550614","Polygonum aviculare agg.",NA,"09/09/2022","Inishanier"
"884",884,"J550614","Tripleurospermum maritimum",NA,"09/09/2022","Inishanier"
"885",885,"J550614","Cochlearia officinalis",NA,"09/09/2022","Inishanier"
"886",886,"J550614","Spergularia media",NA,"09/09/2022","Inishanier"
"888",888,"J55006149","Beta vulgaris subsp. maritima",NA,"09/09/2022","Inishanier"
"889",889,"J54936143","Trifolium pratense",NA,"09/09/2022","Inishanier"
"890",890,"J54936143","Tripleurospermum maritimum",NA,"09/09/2022","Inishanier"
"891",891,"J54936143","Beta vulgaris subsp. maritima",NA,"09/09/2022","Inishanier"
"892",892,"J54926142","Stellaria media",NA,"09/09/2022","Inishanier"
"894",894,"J54886137","Agrostis stolonifera",NA,"09/09/2022","Inishanier"
"895",895,"J54886137","Sonchus asper",NA,"09/09/2022","Inishanier"
"896",896,"J54886137","Gnaphalium uliginosum",NA,"09/09/2022","Inishanier"
"897",897,"J54886137","Jacobaea vulgaris",NA,"09/09/2022","Inishanier"
"898",898,"J54886137","Potentilla anserina",NA,"09/09/2022","Inishanier"
"900",900,"J54886137","Cerastium fontanum",NA,"09/09/2022","Inishanier"
"901",901,"J54886137","Odontites vernus",NA,"09/09/2022","Inishanier"
"902",902,"J54886137","Sagina procumbens",NA,"09/09/2022","Inishanier"
"903",903,"J54886137","Plantago lanceolata",NA,"09/09/2022","Inishanier"
"904",904,"J54886137","Persicaria maculosa",NA,"09/09/2022","Inishanier"
"905",905,"J54886137","Centaurea nigra",NA,"09/09/2022","Inishanier"
"906",906,"J54886137","Poa annua",NA,"09/09/2022","Inishanier"
"907",907,"J54886137","Epilobium sp.",NA,"09/09/2022","Inishanier"
"908",908,"J54886135","Cirsium arvense",NA,"09/09/2022","Inishanier"
"909",909,"J54886134","Persicaria maculosa",NA,"09/09/2022","Inishanier"
"911",911,"J54886134","Myosotis sp.",NA,"09/09/2022","Inishanier"
"912",912,"J54886134","Tripleurospermum maritimum",NA,"09/09/2022","Inishanier"
"913",913,"J54886134","Potentilla anserina",NA,"09/09/2022","Inishanier"
"914",914,"J54886134","Lathyrus pratensis",NA,"09/09/2022","Inishanier"
"915",915,"J54886134","Achillea millefolium",NA,"09/09/2022","Inishanier"
"916",916,"J54886134","Trifolium repens",NA,"09/09/2022","Inishanier"
"917",917,"J54886134","Veronica chamaedrys",NA,"09/09/2022","Inishanier"
"918",918,"J54886134","Arum maculatum",NA,"09/09/2022","Inishanier"
"919",919,"J54886133","Dactylorhiza fuchsii",3,"09/09/2022","Inishanier"
"920",920,"J54886133","Achillea ptarmica",5,"09/09/2022","Inishanier"
"921",921,"J54886133","Achillea millefolium",3,"09/09/2022","Inishanier"
"922",922,"J54886133","Centaurea nigra",5,"09/09/2022","Inishanier"
"923",923,"J54886133","Holcus lanatus",6,"09/09/2022","Inishanier"
"924",924,"J54886133","Heracleum sphondylium",3,"09/09/2022","Inishanier"
"925",925,"J54886133","Plantago lanceolata",6,"09/09/2022","Inishanier"
"926",926,"J54886133","Sonchus arvensis",3,"09/09/2022","Inishanier"
"927",927,"J54886133","Odontites vernus",1,"09/09/2022","Inishanier"
"928",928,"J54886133","Stellaria graminea",1,"09/09/2022","Inishanier"
"929",929,"J54886133","Ranunculus repens",1,"09/09/2022","Inishanier"
"930",930,"J54886133","Potentilla anserina",3,"09/09/2022","Inishanier"
"932",932,"J54886133","Cerastium fontanum",2,"09/09/2022","Inishanier"
"933",933,"J54886133","Cirsium arvense",1,"09/09/2022","Inishanier"
"934",934,"J54886133","Arrhenatherum elatius",4,"09/09/2022","Inishanier"
"935",935,"J54886133","Juncus conglomeratus",1,"09/09/2022","Inishanier"
"936",936,"J54886133","Jacobaea vulgaris",1,"09/09/2022","Inishanier"
"937",937,"J54886133","Trifolium repens",3,"09/09/2022","Inishanier"
"938",938,"J54886133","Juncus effusus",2,"09/09/2022","Inishanier"
"939",939,"J54886133","Festuca rubra",7,"09/09/2022","Inishanier"
"940",940,"J54886133","Rumex acetosa",2,"09/09/2022","Inishanier"
"941",941,"J54896133","Juncus gerardii",NA,"09/09/2022","Inishanier"
"942",942,"J54896133","Arctium minus",NA,"09/09/2022","Inishanier"
"943",943,"J54886132","Vicia sepium",NA,"09/09/2022","Inishanier"
"944",944,"J54896130","Agrostis capillaris",NA,"09/09/2022","Inishanier"
"945",945,"J54896130","Glaux maritima",NA,"09/09/2022","Inishanier"
"946",946,"J54866132","Arrhenatherum elatius",7,"09/09/2022","Inishanier"
"947",947,"J54866132","Achillea millefolium",7,"09/09/2022","Inishanier"
"948",948,"J54866132","Heracleum sphondylium",3,"09/09/2022","Inishanier"
"949",949,"J54866132","Holcus lanatus",8,"09/09/2022","Inishanier"
"950",950,"J54866132","Rumex acetosa",3,"09/09/2022","Inishanier"
"951",951,"J54866132","Plantago lanceolata",2,"09/09/2022","Inishanier"
"952",952,"J54866132","Festuca ovina",5,"09/09/2022","Inishanier"
"954",954,"J54866132","Veronica chamaedrys",3,"09/09/2022","Inishanier"
"955",955,"J54806143","Sambucus nigra",NA,"09/09/2022","Inishanier"
"956",956,"J54806143","Galium aparine",NA,"09/09/2022","Inishanier"
"957",957,"J54806143","Urtica dioica",NA,"09/09/2022","Inishanier"
"958",958,"J54806143","Dryopteris sp.",NA,"09/09/2022","Inishanier"
"959",959,"J54816142","Hyacinthoides sp.",NA,"09/09/2022","Inishanier"
"960",960,"J54926143","Raphanus raphanistrum subsp. maritimus",NA,"09/09/2022","Inishanier"
"961",961,"J54886145","Dactylis glomerata",4,"09/09/2022","Inishanier"
"962",962,"J54886145","Holcus lanatus",7,"09/09/2022","Inishanier"
"963",963,"J54886145","Arrhenatherum elatius",7,"09/09/2022","Inishanier"
"964",964,"J54886145","Achillea millefolium",5,"09/09/2022","Inishanier"
"965",965,"J54886145","Veronica chamaedrys",6,"09/09/2022","Inishanier"
"966",966,"J54886145","Plantago lanceolata",7,"09/09/2022","Inishanier"
"967",967,"J54886145","Trifolium repens",4,"09/09/2022","Inishanier"
"968",968,"J54886145","Heracleum sphondylium",8,"09/09/2022","Inishanier"
"969",969,"J54886145","Odontites vernus",3,"09/09/2022","Inishanier"
"970",970,"J54886145","Rumex acetosa",5,"09/09/2022","Inishanier"
"971",971,"J54886145","Festuca rubra",5,"09/09/2022","Inishanier"
"972",972,"J54886145","Ranunculus repens",1,"09/09/2022","Inishanier"
"973",973,"J54886145","Stellaria graminea",1,"09/09/2022","Inishanier"
"974",974,"J54886145","Cerastium fontanum",1,"09/09/2022","Inishanier"
"975",975,"J5459","Lotus corniculatus",NA,"14/08/2022","Green"
"976",976,"J5459","Rumex acetosa",NA,"14/08/2022","Green"
"977",977,"J5459","Holcus lanatus",NA,"14/08/2022","Green"
"978",978,"J5459","Trifolium repens",NA,"14/08/2022","Green"
"979",979,"J5459","Tripleurospermum maritimum",NA,"14/08/2022","Green"
"980",980,"J5459","Cirsium arvense",NA,"14/08/2022","Green"
"981",981,"J5459","Galium verum",NA,"14/08/2022","Green"
"982",982,"J5459","Achillea millefolium",NA,"14/08/2022","Green"
"983",983,"J5459","Heracleum sphondylium",NA,"14/08/2022","Green"
"984",984,"J5459","Arrhenatherum elatius",NA,"14/08/2022","Green"
"985",985,"J5459","Dactylis glomerata",NA,"14/08/2022","Green"
"986",986,"J5459","Stellaria graminea",NA,"14/08/2022","Green"
"987",987,"J5459","Sonchus arvensis",NA,"14/08/2022","Green"
"989",989,"J5459","Ranunculus repens",NA,"14/08/2022","Green"
"990",990,"J5459","Epilobium sp.",NA,"14/08/2022","Green"
"991",991,"J5459","Iris pseudacorus",NA,"14/08/2022","Green"
"992",992,"J5459","Cirsium vulgare",NA,"14/08/2022","Green"
"993",993,"J5459","Urtica dioica",NA,"14/08/2022","Green"
"995",995,"J5459","Veronica chamaedrys",NA,"14/08/2022","Green"
"996",996,"J5459","Persicaria maculosa",NA,"14/08/2022","Green"
"997",997,"J5459","Potentilla anserina",NA,"14/08/2022","Green"
"998",998,"J5459","Stellaria media",NA,"14/08/2022","Green"
"1000",1000,"J5459","Aster tripolium",NA,"14/08/2022","Green"
"1001",1001,"J5459","Cochlearia officinalis",NA,"14/08/2022","Green"
"1002",1002,"J5459","Lathyrus pratensis",NA,"14/08/2022","Green"
"1003",1003,"J5459","Cerastium fontanum",NA,"14/08/2022","Green"
"1004",1004,"J5459","Rumex crispus",NA,"14/08/2022","Green"
"1005",1005,"J5459","Filipendula ulmaria",NA,"14/08/2022","Green"
"1006",1006,"J5459","Arum maculatum",NA,"14/08/2022","Green"
"1007",1007,"J5459","Trifolium pratense",NA,"14/08/2022","Green"
"1008",1008,"J5459","Odontites vernus",NA,"14/08/2022","Green"
"1009",1009,"J5459","Ranunculus sceleratus",NA,"14/08/2022","Green"
"1010",1010,"J5459","Rumex obtusifolius",NA,"14/08/2022","Green"
"1011",1011,"J5459","Persicaria hydropiper",NA,"14/08/2022","Green"
"1013",1013,"J5459","Rorippa palustris",NA,"14/08/2022","Green"
"1014",1014,"J5459","Epilobium sp.",NA,"14/08/2022","Green"
"1015",1015,"J5459","Poa annua",NA,"14/08/2022","Green"
"1016",1016,"J5459","Ranunculus hederaceus",NA,"14/08/2022","Green"
"1017",1017,"J5459","Callitriche agg.",NA,"14/08/2022","Green"
"1019",1019,"J5459","Juncus bufonius",NA,"14/08/2022","Green"
"1020",1020,"J5459","Lemna minor",NA,"14/08/2022","Green"
"1021",1021,"J5459","Agrostis capillaris",NA,"14/08/2022","Green"
"1022",1022,"J5459","Centaurea nigra",NA,"14/08/2022","Green"
"1023",1023,"J5459","Capsella bursa-pastoris",NA,"14/08/2022","Green"
"1024",1024,"J5459","Plantago lanceolata",NA,"14/08/2022","Green"
"1025",1025,"J5459","Crataegus monogyna",NA,"14/08/2022","Green"
"1026",1026,"J5459","Sambucus nigra",NA,"14/08/2022","Green"
"1027",1027,"J5459","Sonchus asper",NA,"14/08/2022","Green"
"1028",1028,"J5459","Hedera helix",NA,"14/08/2022","Green"
"1029",1029,"J54635974","Aster tripolium",NA,"24/08/2022","Green"
"1030",1030,"J54635974","Beta vulgaris subsp. maritima",NA,"24/08/2022","Green"
"1031",1031,"J54635974","Rumex crispus",NA,"24/08/2022","Green"
"1032",1032,"J54635974","Cochlearia officinalis",NA,"24/08/2022","Green"
"1033",1033,"J54635974","Tripleurospermum maritimum",NA,"24/08/2022","Green"
"1034",1034,"J54635974","Plantago lanceolata",NA,"24/08/2022","Green"
"1035",1035,"J54635974","Arrhenatherum elatius",NA,"24/08/2022","Green"
"1036",1036,"J54635974","Atriplex prostrata agg.",NA,"24/08/2022","Green"
"1037",1037,"J54635974","Urtica dioica",NA,"24/08/2022","Green"
"1038",1038,"J54635974","Festuca rubra",NA,"24/08/2022","Green"
"1039",1039,"J54635974","Galium aparine",NA,"24/08/2022","Green"
"1040",1040,"J54635974","Holcus lanatus",NA,"24/08/2022","Green"
"1041",1041,"J54635974","Ranunculus repens",NA,"24/08/2022","Green"
"1042",1042,"J54635974","Rumex acetosa",NA,"24/08/2022","Green"
"1043",1043,"J54635974","Stellaria graminea",NA,"24/08/2022","Green"
"1044",1044,"J54635974","Heracleum sphondylium",NA,"24/08/2022","Green"
"1045",1045,"J54635974","Sonchus arvensis",NA,"24/08/2022","Green"
"1046",1046,"J54635974","Cirsium arvense",NA,"24/08/2022","Green"
"1047",1047,"J54635974","Achillea millefolium",NA,"24/08/2022","Green"
"1048",1048,"J54635974","Stellaria media",NA,"24/08/2022","Green"
"1050",1050,"J54655973","Holcus lanatus",8,"24/08/2022","Green"
"1051",1051,"J54655973","Arrhenatherum elatius",8,"24/08/2022","Green"
"1052",1052,"J54655973","Stellaria graminea",3,"24/08/2022","Green"
"1053",1053,"J54655973","Heracleum sphondylium",2,"24/08/2022","Green"
"1054",1054,"J54655973","Ranunculus repens",2,"24/08/2022","Green"
"1055",1055,"J54655973","Rumex acetosa",0,"24/08/2022","Green"
"1056",1056,"J54655977","Juncus effusus",NA,"24/08/2022","Green"
"1059",1059,"J54715976","Rumex acetosa",2,"24/08/2022","Green"
"1060",1060,"J54715976","Arrhenatherum elatius",8,"24/08/2022","Green"
"1061",1061,"J54715976","Holcus lanatus",8,"24/08/2022","Green"
"1062",1062,"J54715976","Heracleum sphondylium",1,"24/08/2022","Green"
"1063",1063,"J54715976","Ranunculus repens",1,"24/08/2022","Green"
"1064",1064,"J54715976","Cerastium fontanum",2,"24/08/2022","Green"
"1065",1065,"J54725975","Dactylis glomerata",NA,"24/08/2022","Green"
"1066",1066,"J54775971","Cirsium arvense",NA,"24/08/2022","Green"
"1068",1068,"J54775971","Rumex obtusifolius",NA,"24/08/2022","Green"
"1069",1069,"J54775971","Heracleum sphondylium",NA,"24/08/2022","Green"
"1070",1070,"J54775971","Achillea millefolium",NA,"24/08/2022","Green"
"1071",1071,"J54785962","Trifolium pratense",NA,"24/08/2022","Green"
"1072",1072,"J54785962","Lathyrus pratensis",NA,"24/08/2022","Green"
"1075",1075,"J54765957","Tripleurospermum maritimum",NA,"24/08/2022","Green"
"1076",1076,"J54765957","Aster tripolium",NA,"24/08/2022","Green"
"1077",1077,"J54765957","Beta vulgaris subsp. maritima",NA,"24/08/2022","Green"
"1078",1078,"J54765957","Atriplex prostrata agg.",NA,"24/08/2022","Green"
"1079",1079,"J54765957","Cochlearia officinalis",NA,"24/08/2022","Green"
"1080",1080,"J54745960","Juncus effusus",NA,"24/08/2022","Green"
"1081",1081,"J54745960","Epilobium sp.",NA,"24/08/2022","Green"
"1082",1082,"J54685965","Oenanthe crocata",NA,"24/08/2022","Green"
"1083",1083,"J54635971","Poa humilis",NA,"24/08/2022","Green"
"1084",1084,"J55046001","Capsella bursa-pastoris",NA,"14/08/2022","Great Minnis"
"1085",1085,"J54976015","Beta vulgaris subsp. maritima",6,"14/08/2022","Great Minnis"
"1086",1086,"J54976015","Tripleurospermum maritimum",6,"14/08/2022","Great Minnis"
"1088",1088,"J54976015","Atriplex prostrata agg.",NA,"14/08/2022","Great Minnis"
"1090",1090,"J54976015","Holcus lanatus",NA,"14/08/2022","Great Minnis"
"1091",1091,"J54976015","Rumex crispus",NA,"14/08/2022","Great Minnis"
"1092",1092,"J54976015","Jacobaea vulgaris",NA,"14/08/2022","Great Minnis"
"1093",1093,"J54976015","Odontites vernus",NA,"14/08/2022","Great Minnis"
"1094",1094,"J54976015","Plantago lanceolata",NA,"14/08/2022","Great Minnis"
"1095",1095,"J54976017","Trifolium pratense",NA,"14/08/2022","Great Minnis"
"1096",1096,"J54976017","Heracleum sphondylium",NA,"14/08/2022","Great Minnis"
"1097",1097,"J54976017","Trifolium repens",NA,"14/08/2022","Great Minnis"
"1098",1098,"J54976017","Veronica chamaedrys",NA,"14/08/2022","Great Minnis"
"1099",1099,"J54976017","Achillea millefolium",NA,"14/08/2022","Great Minnis"
"1100",1100,"J54976017","Rumex acetosa",NA,"14/08/2022","Great Minnis"
"1101",1101,"J54976017","Arrhenatherum elatius",7,"14/08/2022","Great Minnis"
"1102",1102,"J54976017","Holcus lanatus",7,"14/08/2022","Great Minnis"
"1104",1104,"J54976017","Plantago lanceolata",NA,"14/08/2022","Great Minnis"
"1105",1105,"J54976017","Cerastium fontanum",NA,"14/08/2022","Great Minnis"
"1106",1106,"J54976017","Dactylis glomerata",NA,"14/08/2022","Great Minnis"
"1107",1107,"J54986016","Centaurea nigra",NA,"14/08/2022","Great Minnis"
"1108",1108,"J54996016","Plantago lanceolata",2,"14/08/2022","Great Minnis"
"1109",1109,"J54996016","Odontites vernus",7,"14/08/2022","Great Minnis"
"1110",1110,"J54996016","Potentilla anserina",7,"14/08/2022","Great Minnis"
"1111",1111,"J54996016","Tripleurospermum maritimum",6,"14/08/2022","Great Minnis"
"1112",1112,"J54996016","Jacobaea vulgaris",4,"14/08/2022","Great Minnis"
"1113",1113,"J54996016","Holcus lanatus",4,"14/08/2022","Great Minnis"
"1114",1114,"J54996016","Cerastium fontanum",3,"14/08/2022","Great Minnis"
"1115",1115,"J55016014","Spergularia marina",NA,"14/08/2022","Great Minnis"
"1116",1116,"J55016014","Oxybasis rubra",NA,"14/08/2022","Great Minnis"
"1117",1117,"J55016014","Atriplex prostrata agg.",NA,"14/08/2022","Great Minnis"
"1118",1118,"J55016014","Tripleurospermum maritimum",NA,"14/08/2022","Great Minnis"
"1120",1120,"J55016014","Aster tripolium",NA,"14/08/2022","Great Minnis"
"1121",1121,"J55046013","Lotus corniculatus",NA,"14/08/2022","Great Minnis"
"1122",1122,"J55046012","Oenanthe crocata",NA,"14/08/2022","Great Minnis"
"1123",1123,"J55046012","Cirsium vulgare",NA,"14/08/2022","Great Minnis"
"1124",1124,"J55086009","Arctium minus",NA,"14/08/2022","Great Minnis"
"1125",1125,"J55086009","Puccinellia maritima",NA,"14/08/2022","Great Minnis"
"1127",1127,"J55086009","Cochlearia officinalis",NA,"14/08/2022","Great Minnis"
"1128",1128,"J55086009","Aster tripolium",NA,"14/08/2022","Great Minnis"
"1129",1129,"J55086009","Atriplex prostrata agg.",NA,"14/08/2022","Great Minnis"
"1130",1130,"J55086009","Suaeda maritima",NA,"14/08/2022","Great Minnis"
"1132",1132,"J55096008","Glaux maritima",NA,"14/08/2022","Great Minnis"
"1134",1134,"J55076005","Stellaria media",NA,"14/08/2022","Great Minnis"
"1135",1135,"J55076002","Arctium minus",NA,"14/08/2022","Great Minnis"
"1136",1136,"J55076000","Sisymbrium officinale",NA,"14/08/2022","Great Minnis"
"1137",1137,"J550599","Heracleum sphondylium",7,"14/08/2022","Great Minnis"
"1138",1138,"J550599","Arrhenatherum elatius",8,"14/08/2022","Great Minnis"
"1139",1139,"J550599","Veronica chamaedrys",7,"14/08/2022","Great Minnis"
"1140",1140,"J550599","Oenanthe crocata",5,"14/08/2022","Great Minnis"
"1141",1141,"J550599","Stellaria media",NA,"14/08/2022","Great Minnis"
"1142",1142,"J550599","Urtica dioica",NA,"14/08/2022","Great Minnis"
"1143",1143,"J550599","Holcus lanatus",NA,"14/08/2022","Great Minnis"
"1144",1144,"J55046001","Capsella bursa-pastoris",NA,"14/08/2022","Great Minnis"
"1147",1147,"J55046001","Potentilla anserina",NA,"14/08/2022","Great Minnis"
"1149",1149,"J55046001","Tripleurospermum maritimum",NA,"14/08/2022","Great Minnis"
"1150",1150,"J55046001","Stellaria media",NA,"14/08/2022","Great Minnis"
"1151",1151,"J55046001","Atriplex prostrata agg.",NA,"14/08/2022","Great Minnis"
"1152",1152,"J55046001","Poa annua",NA,"14/08/2022","Great Minnis"
"1153",1153,"J55046001","Plantago major",NA,"14/08/2022","Great Minnis"
"1154",1154,"J55046001","Centaurea nigra",NA,"14/08/2022","Great Minnis"
"1155",1155,"J55046000","Juncus effusus",NA,"14/08/2022","Great Minnis"
"1156",1156,"J55036001","Vicia sepium",NA,"14/08/2022","Great Minnis"
"1157",1157,"J55036001","Cirsium arvense",NA,"14/08/2022","Great Minnis"
"1158",1158,"J55026002","Galium verum",NA,"14/08/2022","Great Minnis"
"1159",1159,"J55026002","Lotus corniculatus",NA,"14/08/2022","Great Minnis"
"1161",1161,"J55036010","Matricaria discoidea",NA,"14/08/2022","Great Minnis"
"1162",1162,"J55036010","Gnaphalium uliginosum",NA,"14/08/2022","Great Minnis"
"1163",1163,"J55036010","Spergularia marina",NA,"14/08/2022","Great Minnis"
"1165",1165,"J55016012","Plantago lanceolata",7,"14/08/2022","Great Minnis"
"1166",1166,"J55016012","Agrostis stolonifera",2,"14/08/2022","Great Minnis"
"1167",1167,"J55016012","Potentilla anserina",6,"14/08/2022","Great Minnis"
"1168",1168,"J55016012","Cirsium arvense",3,"14/08/2022","Great Minnis"
"1169",1169,"J55016012","Tripleurospermum maritimum",3,"14/08/2022","Great Minnis"
"1170",1170,"J55016012","Trifolium repens",4,"14/08/2022","Great Minnis"
"1171",1171,"J55016012","Cerastium fontanum",3,"14/08/2022","Great Minnis"
"1172",1172,"J55016012","Holcus lanatus",8,"14/08/2022","Great Minnis"
"1173",1173,"J55016012","Festuca rubra",4,"14/08/2022","Great Minnis"
"1174",1174,"J55016012","Achillea millefolium",5,"14/08/2022","Great Minnis"
"1175",1175,"J55016012","Odontites vernus",0,"14/08/2022","Great Minnis"
"1176",1176,"J55016012","Heracleum sphondylium",1,"14/08/2022","Great Minnis"
"1177",1177,"J55016012","Rumex acetosa",2,"14/08/2022","Great Minnis"
"1178",1178,"J54986014","Galium verum",NA,"14/08/2022","Great Minnis"
